13057	12620	2789	3553	6763	8329	3333	7822	10490	13943	4101	2556
658	11386	2242	7249	5935	2148	5291	11992	3222	2957	6454	3343
93	1205	12706	11406	9017	7834	5358	13700	14295	4152	6287	4249
6958	2768	8087	1759	11889	4474	3925	4004	14392	8923	6962	4822
6719	5436	1905	10228	5059	4892	12448	26	12891	10607	12210	10424
8368	10667	9045	7694	13097	3555	4831	411	8539	6527	12753	11530
4960	6647	13969	3556	9997	7898	2134	9931	3749	4305	11242	10410
9125	9075	9916	12370	8720	6056	8128	5425	979	3421	5660	9473
4348	11979	5985	395	11255	13878	7797	4962	13519	13323	7596	5520
2852	8519	3022	9432	3564	9467	8569	12235	11837	5031	4246	2
4081	3630	1619	2525	3773	11491	14076	9834	3618	2008	4694	6948
7684	9642	5970	1679	13207	12368	262	7401	11471	2861	5620	4754
7474	10418	1422	10960	13852	988	13465	6415	86	2432	7595	12239
8539	11749	8794	6350	1947	13325	13061	7385	13017	2536	13121	15
7944	13831	5126	9938	11758	335	980	9736	12143	5753	4533	10814
10706	12618	6949	2684	4107	14388	11372	6321	13832	9190	2838	13860
10830	1947	13803	3257	2677	406	8400	10536	12911	3629	251	9784
13343	13304	301	801	6456	6351	6155	6763	3812	11337	8446	9306
524	5573	503	10544	8990	673	2309	12376	466	11441	960	1557
4403	3564	1732	13453	12054	8941	1383	12424	4347	9830	3553	5158
2025	4282	4983	13553	10776
11833	13099	5078	4420	3527
1544	7474	2780	7749	4153
11189	520	8463	12230	7712
10409	13367	2604	2966	9248
1412	420	3507	9818	7955
1122	12483	9375	10232	9456
2799	7033	10404	4495	12059
2569	5970	6262	2199	8045
11724	511	12693	12855	9597
756	12900	13391	13623	10683
2095	13479	1488	9469	11142
13849	1356	10776	3530	9866
13449	14225	2072	12772	9461
6466	6181	6502	401	7439
4631	1086	3062	11789	11811
6788	14007	2270	14132	2764
4643	10272	11316	2608	8511
5221	9028	2736	7223	1051
1974	2737	6739	13904	6156
5	9082	3915
2400	7195	3413
606	221	8171
4548	1267	5310
12795	2160	8305
10563	3507	12190
6325	2499	9717
9251	6046	13308
11704	10834	11241
4777	3774	11533
12487	10365	6852
58	2650	2027
7248	13704	5573
12777	7834	8561
7906	8121	7774
554	3105	6000
11198	3586	10410
9002	4094	11297
12058	1037	13638
1258	12917	11078
2430	51	10276
7841	9451	10236
11045	1058	10352
9629	9428	86
8146	1255	3802
10820	6337	4199
9364	7723	1139
438	6445	583
2683	5358	10730
8471	3061	13380
3005	2840	4754
8210	1814	11502
8667	14258	5985
8407	13336	10970
6363	11715	5053
104	13618	13817
6562	4087	294
1742	10528	4626
6607	2692	1587
11097	8361	2788
13451	3541	823
4060	13604	9816
157	6106	1062
8853	5159	4270
9352	13164	2919
7526	5174	12501
12634	13077	5129
5750	1568	6281
269	5985	10973
8518	9415	1028
4722	13275	634
12113	7104	7436
12787	1032	5936
3425	11526	10797
784	9208	15
11223	12849	4913
10635	3553	8852
11749	10619	3532
4080	9831	9219
6560	6049	6111
1304	11770	12585
13209	8589	11287
2887	10699	14307
4752	456	4073
1175	13156	4894
12756	3237	6279
10125	7074	2344
7533	7103	5226
4000	4425	12173
10056	5312	1599
7445	8696	12533
11509	14050	2483
12405	2876	5033
4512	4955	5627
5572	5099	10987
10665	404	3082
2075	1583	13454
5666	7228	524
13290	7634	418
9006	7368	4181
9447	3674	8171
9355	10211	9342
12572	3681	3322
3295	186	7491
7926	212	5241
5479	1654	8097
5078	423	4817
1357	12780	3664
11900	402	13108
299	7166	12008
5750	3041	5618
8357	1229	8884
3713	8791	13375
4390	6302	568
1009	4440	10003
1209	11978	11711
1803	9838	13537
11318	9750	12421
2388	3021	7880
7220	1062	6871
