7416	4093	16722	1023	20586	12219	9175	16284	1554	10113	19849	17545
13140	3257	2110	13888	3023	1537	1598	15018	18931	13905	10617	1014
339	14366	3309	15360	18358	3196	4412	6023	7070	17380	2777	6691
12720	17634	4141	1400	8247	18201	16077	11314	11928	3494	3155	2865
21038	6928	3860	1943	20292	6526	12939	15182	3957	5651	356	2673
20555	17905	5724	13932	1218	17763	5912	5164	6233	6220	1277	19209
19190	4498	4950	6645	5482	5667	13701	16334	15231	735	8589	12344
679	17849	17807	16033	10181	3368	5778	8275	2736	14042	17506	6005
1576	10259	10525	3007	16522	697	7726	8641	14323	2893	8168	11070
17270	10180	18740	847	4969	14715	19316	5530	17428	11193	9861	13562
6156	18787	10467
2422	3723	10769
8015	18716	13406
5969	15949	3084
6855	13990	3764
10351	15779	10392
16078	19034	11279
11747	6608	4188
19699	8928	8045
4598	7219	11391
19766	11871	5692
7487	15905	17621
8554	7751	16516
4981	20250	16146
12524	21364	10793
17083	2051	8862
1315	6246	7721
18043	16652	5502
1432	5674	2224
11257	1312	8453
