30649	35117	23181	15492	2367	31230	9368	13541	6608	23384	18300	5905
1961	8950	20589	17688	9641	1877	4937	15293	24864	14876	6516	10165
4229	26034	28862	8265	27847	3	22728	13946	27162	26003	17696	13261
31719	25669	17149	17377	33106	12630	4814	16334	1480	32952	11187	3849
30186	20938	7946	23283	11042	28080	26642	34560	11302	4991	5121	6879
13445	22794	18048	15116	5657	9853	15581	34960	13240	11176	17937	25081
4868	28235	30286	29706	7073	6773	10390	27002	13015	7388	14772	19581
11765	16642	11431	19588	20154	8027	29758	5501	6398	4268	21337	21136
2275	7899	25943	12939	14478	20369	22877	3591	12217	19130	24252	32444
24599	21382	4689	3524	11304	20423	13677	19639	10577	28279	22330	30722
21622	26233	3921	17722	6843	5999	8186	2355	33632	34632	30285	9616
19909	30417	19587	27853	13896	3689	155	20457	33362	21739	22779	33862
3713	32975	9403	2836	23109	11099	3505	14562	17309	26470	4843	12279
24216	26340	22073	32570	12936	19797	21801	8918	7999	24408	5783	25190
8817	29367	17017	6208	21402	2280	2110	7975	32039	34605	1235	912
23116	33017	31405	638	4707	31760	18043	3507	11989	26632	32829	11262
9274	2553	10697	13507	15323	27080	3752	33191	12363	24664	14068	1416
21670	26696	18570	25197	1517	7765	32686	6572	30901	28242	17802	24056
35388	26895	8023	31249	29290	13440	7156	17367	21472	27219	14447	9655
11100	27918	2900	33262	15301	4664	15728	1185	24818	32995	31108	16368
34978	31690	30464	13044	5492	10047	2768	14336	30880	32780	10993	24750
7022	19718	26036	19145	21177	33949	17135	5193	33718	2539	13920	25537
918	18514	14530	13699	11902	22721	8335	35346	24655	3332	14708	20822
11191	24064	32825	12321	11771	23299	31325	25526	16785	22212	34075	9066
31209	27819	5974	19918	26831	33338	26647	9480	28489	7827	18562	2401
17395	23192	10277	28458	23028	18793	10463	10740	616	24647	4153	10128
2873	22381	8132	18239	31614	4193	32313	7575	25801	27591	19872	17992
4609	9114	14764	13516
19192	9882	13112	16075
12510	28902	8784	32679
4578	34533	30609	25543
13739	3465	5330	999
33254	13085	5001	29061
28369	79	17750	13399
24851	9524	30966	10422
18251	34810	12259	25103
25193	16945	1059
11266	13612	30508
24778	25364	1322
14492	11111	13693
15125	8205	1749
8494	9902	9395
23936	3981	22799
28448	28076	26544
19652	13424	8915
2885	11356	3241
1609	10284	24350
2462	19358	15717
29327	15960	14743
5388	32927	1288
19074	6322	32214
34208	30535	35462
23415	20836	21819
17986	12196	30030
8422	2647	5710
3200	23132	23337
22307	29841	4813
15309	26942	29970
23288	7493	3005
20661	34283	33192
23033	9541	6424
22003	24665	5534
4684	1411	33340
26042	6426	3808
285	21942	14302
16023	6825	20084
34878	12295	32028
2591	178	24107
16379	2912	9912
15375	16120	28375
20170	726	11291
8185	13471	8448
23205	14239	17896
17950	19308	1591
3170	23836	18879
12853	10678	18431
21157	31624	3153
27682	12433	3458
312	4844	13138
17715	35138	15456
30507	33307	30783
