15210	4519	18217	34427	18474	16813	28246	17687	44527	31465	13004	43601
28576	13611	24294	15041	503	11393	26290	9278	19484	20742	13226	28322
32651	27323	22368	15522	37576	20607	20152	19741	26700	31696	21061	35991
44168	27910	31104	34776	38835	45450	40002	31522	7807	26330	2410	44983
15861	39215	14631	42584	26502	41864	27885	32276	29049	16878	37480	42550
38795	13012	7912	4058	23869	3325	42889	19921	13826	40323	18162	10005
35100	5483	7629	35166	1239	10772	5289	286	16172	41843	42612	38493
11997	40340	19047	16236	43557	9104	24032	2915	19265	36209	6443	40947
43527	29675	4195	31926	35392	20400	7515	45806	36068	33079	37325	6301
4580	20492	40934	14478	8238	2425	28901	43602	7224	17640	28259	6850
41859	14006	19132	5690	16223	11575	30562	44797	3759	9833	36529	21084
45546	16044	26763	13559	29092	41595	5726	13733	9164	15354	20145	10655
24076	40883	13424	30325	40589	32367	36270	9286	40151	8501	3871	22109
26239	29805	5358	44835	11609	3899	9760	39600	43422	13295	45431	14515
5392	37010	12386	40193	21492	45146	12376	41952	43153	45733	718	35726
33884	38006	16927	20958	25413	44561	11245	12984	35198	30977	31916	10657
1412	1048	14965	31879	29967	41000	32087	22	34773	768	27289	19898
43051	6964	31807	4119	33509	15950	6304	2813	35192	38282	39710	26356
9889	18957	6355	18770	40381	1876	38889	17958	20309	10744	1744	228
41543	36505	32795	12454	8520	4916	22313	1363	13010	8770	17057	8694
22987	29564	13804	3110	1382	33844	15117	42314	36045	25295	28421	22044
15951	42952	17458	6926	21257	41243	8662	17046	15054	15302	16964	40079
13359	45754	16715	9586	10960	25406	14675	8880	5087	12303	28993	13571
24824	31012	4121	808	30962	28736	11013	20488	7715	7637	6217	25114
23615	5760	5554
18072	21605	39242
24190	6592	12281
44681	6563	7001
18291	19605	33476
2884	30927	18430
23674	36414	30649
15364	22089	19757
41162	14454	17627
16676	28573	22163
8851	36803	27589
40049	476	1413
41013	34505	33296
29782	38018	42124
22625	7485	11772
2052	37567	14082
30106	43203	20858
7399	3796	22396
38745	792	44483
28268	33355	41030
30098	37269	12871
35769	33119	16738
3307	43434	13244
17852	9133	23190
35184	20115	24202
14760	43026	19425
26414	16821	6625
30362	35769	42608
