20834	22335	21330	11913	6036	15830	11069	10539	4244	15068	7113	2704	16224
2010	5628	27960	11690	22545	24432	4986	21083	17529	4104	11941	21239	9602
689	13248	1777	4876	2537	20869	15718	9575	18164	5294	13914	21711	23374
9675	21239	13600	24710	10613	14804	19412	23270	26741	10503	25258	17816	25210
12518	8680	6422	22715	25097	26959	3913	26493	7797	25977	4896	27063	20781
21715	12850	7963	4027	4295	14931	18158	616	20570	8720	16487	19050	23925
7939	21089	15170	24325	6651	22352	5633	27903	2685	1310	5594	9296	25670
25121	13906	8217	25390	9112	13945	9826	10844	11418	10724	11518	9280	9576
25979	23644	16073	27407	3476	28057	4003	2279	17490	7558	9538	22115	20439
20708	22572	14997	15780	5159	11356	10931	8514	23275	2560	912	15935	20703
26467	17173	21964	15469	21967	10380	16222	15106	16786	19542	28560	18387	27909
14897	6167	24295	1266	16902	9546	11628	12048	24495	3706	22629	14165	2333
19403	18738	28140	13141	6151	22785	9620	4290	2342	4902	15856	19033	22820
15761	1985	9160	4435	11164	5442	23572	6951	19077	15406	16658	18324	19229
16997	10094	19982	22821	7810	19660	1182	21968	16564	17453	10780	17034	16405
11	28611	10411	15799	15705	2773	28601	19333	19447	16790	4618	15841	23854
24686	4131	1013	2141	6052	11896	18719	16813	22420	23406	21052	4333	17754
16425	17614	26883	12101	8224	13979	6869	25215	25991	28968	19337	25361	20513
1671	14990	20692	24951	19446	7163	4959	13197	19201	3883	22532	15468	11856
22758	23586	16985	18396	7434	11817	363	11824	285	20897	16646	16095	17011
25144	14916	6302	20972	25439	6156	21776	19701	27803	9695	12941	23541	27425
6979	27910	7378	8983	6280	4134	28860	8079	20892	28776	7899	23399	87
18045	23929	25876	15560	23629	18376	4053	14655	2450	11907	19535	28543	3513
4704	16512	16554	14062	2596	10357	17316	1011	22090	11353	20300	15300	18536
14293	4746	28831	20028	16742	16835	28405	11245	10802	20242	17737	9590	20693
26547	22557	22517	6285	5336	3998	2351	6628	22949	1517	4712	1770	9207
28522	14116	5455	13105	18709	3030	4217	6306	27448	1943	23866	20212	18857
14794	21425	15659
4446	21140	13454
21115	3271	1443
2153	12424	6159
23559	22473	26065
15914	22980	12766
3482	16233	5719
27020	12322	24014
25438	26499	26506
21987	16027	6832
17330	2620	20756
15985	10471	23302
593	6869	27185
22961	9129	25646
10702	12334	23959
6375	23299	26942
8029	4072	24051
15147	5113	14725
1451	27291	28731
18808	11561	249
28962	21405	18944
6889	3314	23457
27708	14530	8795
6185	28821	6550
2259	17627	701
20819	18831	20140
4991	11369	4282
13230	3413	27092
14556	5068	16209
4337	24652	498
715	28883	2285
16524	25513	26034
21067	15122	21667
27982	15280	3313
7563	22779	22453
4744	17277	27210
19170	10806	18815
26424	26442	7837
26264	28931	6020
4645	20678	13160
18111	28045	23883
5128	10876	3087
28551	26276	3541
20152	10181	28172
26430	14769	6809
4956	16130	11348
1691	10216	5743
7848	20236	2661
10660	8321	6155
2757	6963	2596
27791	6707	258
12785	21176	15450
7477	17274	25201
262	18996	15836
5287	11970	13365
3098	17823	10786
21831	14476	11447
1893	3625	25404
20880	21987	1228
20942	15045	21358
18237	28914	15673
24273	284	9803
13949	15670	16693
15553	27782	22644
27980	24820	27733
7015	20974	10016
26164	20314	25916
11489	13663	11777
18230	11483	5655
1618	19977	26521
25639	13184	28994
3821	18349	13846
