2686	655	2308	1603	336	1743	2778	1263	3555	185	4212	621
286	2994	2599	2265	126	314	3992	4560	2845	2764	2540	1476
2670	3599	2900	2281	3597	2768	4423	2805	836	130	1204	4162
1884	4228	1253	2578	3053	3650	2587	4468	2784	1644	1490	4655
4258	1699	4363	4555	3810	4046	3806	344	2459	4067	3327	3510
1021	2741	2528	2168	2820
254	1080	616
1465	4192	2972
2356	2976	1534
4412	1937	2724
1430	3024	600
1952	2136	3573
3009	3123	1288
4553	2299	806
2997	402	4330
3302	4567	698
2364	498	3146
1809	647	992
3512	32	4301
1238	251	450
1657	737	641
560	1720	2893
1689	2206	902
3998	1784	2094
2090	3126	1201
1565	764	3473
891	903	2413
2286	2900	2348
3026	2033	1502
2404	1243	556
308	2222	3825
1523	3311	389
