696	989	1238	3091	3116	3738	4269	6406	7033	8048	9157	10254	12033	16456	16912
444	1488	6541	8626	10735	12447	13111	13706	14135	15195	15947	16453	16916	17137	17268
401	460	992	1145	1576	1678	2238	2320	4280	6770	10027	12486	15363	16714	17157
1161	3108	3727	4508	5092	5348	5582	7727	11793	12515	12917	13362	14247	16717	17205
542	1190	6883	7911	8349	8835	10489	11631	14195	15009	15454	15482	16632	17040	17063
17	487	776	880	5077	6172	9771	11446	12798	16016	16109	16171	17087	17132	17226
1337	3275	3462	4229	9246	10180	10845	10866	12250	13633	14482	16024	16812	17186	17241
15	980	2305	3674	5971	8224	11499	11752	11770	12897	14082	14836	15311	16391	17209
0	3926	5869	8696	9351	9391	11371	14052	14172	14636	14974	16619	16961	17033	17237
3033	5317	6501	8579	10698	12168	12966	14019	15392	15806	15991	16493	16690	17062	17090
981	1205	4400	6410	11003	13319	13405	14695	15846	16297	16492	16563	16616	16862	16953
1725	4276	8869	9588	14062	14486	15474	15548	16300	16432	17042	17050	17060	17175	17273
1807	5921	9960	10011	14305	14490	14872	15852	16054	16061	16306	16799	16833	17136	17262
2826	4752	6017	6540	7016	8201	14245	14419	14716	15983	16569	16652	17171	17179	17247
1662	2516	3345	5229	8086	9686	11456	12210	14595	15808	16011	16421	16825	17112	17195
2890	4821	5987	7226	8823	9869	12468	14694	15352	15805	16075	16462	17102	17251	17263
3751	3890	4382	5720	10281	10411	11350	12721	13121	14127	14980	15202	15335	16735	17123
26	30	2805	5457	6630	7188	7477	7556	11065	16608	16859	16909	16943	17030	17103
40	4524	5043	5566	9645	10204	10282	11696	13080	14837	15607	16274	17034	17225	17266
904	3157	6284	7151	7984	11712	12887	13767	15547	16099	16753	16829	17044	17250	17259
7	311	4876	8334	9249	11267	14072	14559	15003	15235	15686	16331	17177	17238	17253
4410	8066	8596	9631	10369	11249	12610	15769	16791	16960	17018	17037	17062	17165	17204
24	8261	9691	10138	11607	12782	12786	13424	13933	15262	15795	16476	17084	17193	17220
88	11622	14705	15890
304	2026	2638	6018
1163	4268	11620	17232
9701	11785	14463	17260
4118	10952	12224	17006
3647	10823	11521	12060
1717	3753	9199	11642
2187	14280	17220
14787	16903	17061
381	3534	4294
3149	6947	8323
12562	16724	16881
7289	9997	15306
5615	13152	17260
5666	16926	17027
4190	7798	16831
4778	10629	17180
10001	13884	15453
6	2237	8203
7831	15144	15160
9186	17204	17243
9435	17168	17237
42	5701	17159
7812	14259	15715
39	4513	6658
38	9368	11273
1119	4785	17182
5620	16521	16729
16	6685	17242
210	3452	12383
466	14462	16250
10548	12633	13962
1452	6005	16453
22	4120	13684
5195	11563	16522
5518	16705	17201
12233	14552	15471
6067	13440	17248
8660	8967	17061
8673	12176	15051
5959	15767	16541
3244	12109	12414
31	15913	16323
3270	15686	16653
24	7346	14675
12	1531	8740
6228	7565	16667
16936	17122	17162
4868	8451	13183
3714	4451	16919
11313	13801	17132
17070	17191	17242
1911	11201	17186
14	17190	17254
11760	16008	16832
14543	17033	17278
16129	16765	17155
6891	15561	17007
12741	14744	17116
8992	16661	17277
1861	11130	16742
4822	13331	16192
13281	14027	14989
38	14887	17141
10698	13452	15674
4	2539	16877
857	17170	17249
11449	11906	12867
285	14118	16831
15191	17214	17242
39	728	16915
2469	12969	15579
16644	17151	17164
2592	8280	10448
9236	12431	17173
9064	16892	17233
4526	16146	17038
31	2116	16083
15837	16951	17031
5362	8382	16618
6137	13199	17221
2841	15068	17068
24	3620	17003
9880	15718	16764
1784	10240	17209
2731	10293	10846
3121	8723	16598
8563	15662	17088
13	1167	14676
29	13850	15963
3654	7553	8114
23	4362	14865
4434	14741	16688
8362	13901	17244
13687	16736	17232
46	4229	13394
13169	16383	16972
16031	16681	16952
3384	9894	12580
9841	14414	16165
5013	17099	17115
2130	8941	17266
6907	15428	17241
16	1860	17235
2151	16014	16643
14954	15958	17222
3969	8419	15116
31	15593	16984
11514	16605	17255
