11863	9493	4143	12695	8706	170	4967	798	9856	6015	5125
12288	19567	18233	15430	1671	3787	10133	15709	7883	14260	17039
2066	12269	14620	7577	11525	19519	6181	3850	8893	272	12473
8857	12404	1136	19464	15113	12598	12147	4987	13843	12152	13241
1354	12339	4308	23	12677	11533	3187	11609	4740	14630	19630
14508	10946	3928	580	3526	17836	3786	15739	13991	1238	1071
6977	13222	13811	585	8154	2579	8314	12185	15876	7738	5691
12901	12576	11597	4893	17238	15556	8106	12472	10455	14530	17432
8373	12875	16582	14611	14267	15093	2405	9342	18326	12125	9257
5861	12284	2441	13280	2762	5076	17758	4359	6156	18961	13208
4400	8474	19629	19528	14125	12780	12740	19316	491	4761	1719
7270	6615	1175	15848	6943	18360	8905	13921	10807	19688	18757
8312	12234	17907	17254	7699	18399	5508	12215	4818	18107	2874
19496	13973	10432	13445	15320	13648	1501	10549	6710	8897	1998
1575	12713	10916	5316	13713	11318	4055	5782	5828	17981	3141
12177	10726	4244	3138	15996	6822	7495	5257	8909	6180	10680
6650	1909	19146	1038	17229	10050	3051	9793	10839	3532	14759
5337	8448	4939	14792	7585	17860	8612	2229	18965	1519	2031
13845	9320	579	15441	15050	752	8303	6989	13360	12927	15255
17286	3639	1733	16883	8457	9475	2939	3234	1993	8554	9939
6359	15474	12100	6992	13844	16988	7481	16977	9052	9262	15270
7181	3624	3814	16379	182	4338	17627	3315	5745	14093	15574
10709	18662	6909	11248	5268	412	5854	16782	16059	10498	5061
13321	617	6734	3718	15441	19241	17214	1682	18641	18646	6330
7377	16951	14477	6507	9922	11464	2563	5702	12691	10606	17874
7198	12571	17617	4862	18899	7100	8130	9665	10779
6789	11459	17651	3693	13332	3854	7737	12589	15189
16260	14569	9442	17890	18097	6845	6960	1376	8099
12719	14986	18999	14013	3449	13618	14807	265	1508
11231	966	15957	8315	3384	2570	5700	10911	17372
153	8445	19598
7841	14806	54
2492	14099	11718
18608	4278	333
59	3982	16986
3494	12496	2775
18320	10650	16234
9739	16537	19706
7587	19072	18775
14133	12042	2922
229	17958	15889
5130	11029	271
5122	7021	7067
12258	16611	9245
15493	15347	15939
741	12055	2822
12804	3480	5690
18598	19273	16354
2569	16771	13693
15051	853	956
12256	2756	15137
15685	2802	16479
14687	12470	3583
15473	17781	867
4843	6765	13122
11287	3680	19101
4609	11385	13470
12353	6632	206
10984	3116	1263
9419	14455	19438
9528	1808	435
2238	12870	10119
10868	8402	11111
11081	7197	2667
13780	10759	19722
3768	3052	1836
446	1642	12388
16876	8398	14485
7301	14815	13811
5678	10419	14396
1877	14384	12817
19028	19589	6893
8725	6346	676
13611	12486	2054
11203	14908	14692
18139	5334	1253
16233	9749	16946
18885	4332	16306
3862	10395	13871
3747	8900	3381
13367	14132	7220
15095	4219	15869
13519	18079	17541
19012	13943	19471
2221	5710	13711
5185	3363	10195
9580	17331	15360
14387	7596	9614
17336	6371	6030
14629	10636	10159
2402	9170	4321
1040	5899	153
7710	7637	13966
10919	8535	3791
1968	2567	4986
4166	8744	17691
540	10695	10019
17710	1188	10821
5858	17012	17389
3083	17587	12682
5354	9537	6807
4964	15942	9653
9000	17053	13291
11685	8503	10777
13919	18155	9877
1625	15314	13879
18520	7074	17061
3748	2752	7298
493	19163	14139
2260	18339	10688
8928	17695	10276
7640	18547	3561
11275	5297	13167
19691	19542	15725
11837	7273	11297
17873	7840	19563
8109	3811	18417
17759	17623	13175
10041	4152	2249
18452	1450	19309
9161	11651	4614
11547	14058	639
9384	3272	12368
5898	2578	14635
15963	6733	11048
