692	1779	1973	2726	5151	6088	7921	9618	11804	13043	15975	16214	16889	16980	18585	18648
13	4090	4319	5288	8102	10110	10481	10527	10953	11185	12069	13177	14217	15963	17661	20959
2330	2516	2902	4087	6338	8015	8638	9436	10294	10843	11802	12304	12371	14095	18486	18996
125	586	5137	5701	6432	6500	8131	8327	10488	11032	11334	11449	12504	16000	20753	21317
30	480	2681	3635	3898	4058	12803	14734	20252	20306	20680	21329	21333	21466	21562	21568
20	44	738	4965	5516	7659	8464	8759	12216	14630	18241	18711	19093	20217	21316	21490
31	43	3554	5289	5667	8687	14885	16579	17883	18384	18486	19142	20785	20932	21131	21308
7054	9276	10435	12324	12354	13849	14285	16482	19212	19217	19221	20499	20831	20925	21195	21247
9	13	4099	10353	10747	14884	15492	17650	19291	19394	20356	20658	21068	21117	21183	21586
28	2250	2980	8988	10282	12503	13301	18351	20546	20622	21006	21293	21344	21472	21530	21542
17	32	2521	4374	5098	7525	13035	14437	15283	18635	19136	20240	21147	21179	21300	21349
57	4735	5657	7649	8807	12375	16092	16178	16379	17545	19461	19489	20321	20530	21453	21457
35	55	5333	14423	14670	15438	19468	19667	20823	21084	21241	21344	21447	21520	21554	21586
13	20	2025	11854	12516	14938	15929	18081	19730	19929	20408	21338	21391	21425	21468	21546
54	7451	8176	10136	15240	16442	16482	19431	19483	19762	20647	20839	20966	21512	21579	21592
26	465	3604	4233	9831	11741	13692	18953	18974	21021	21039	21133	21282	21488	21532	21558
1	7	16	59	6979	7675	7717	9791	12370	13050	18534	18729	19846	19864	20127	20165
15	31	11089	12360	13640	14237	17937	18043	18410	19443	21107	21444	21449	21528	21576	21584
32	51	9768	17848	18095	19326	19594	19618	19765	20440	20482	20582	21236	21338	21563	21587
44	55	4864	10253	11306	12117	13076	13901	15610	17057	18205	19794	20939	21132	21267	21573
3436	11304	15361	16511	16860	18238	18639	19341	20106	20123	20407	21200	21280	21452	21526	21569
679	8822	11045	14403	16588	17838	19117	19453	20265	20558	21374	21396	21428	21442	21529	21590
391	13002	13140	14314	17169	17175	17846	18122	19447	20075	20212	20436	20583	21330	21359	21403
7601	10257	20060	21285
4419	9150	18097	20315
4675	13376	21435
610	1238	16704
5732	7096	21104
5690	13531	14545
4334	14839	17357
8	2814	17674
2392	8128	18369
502	7403	15133
343	13624	20673
13188	15687	21593
321	16866	21347
1242	4261	17449
4691	8086	8691
8500	11538	20278
6269	12905	18192
5984	15452	17111
11541	18717	21534
16	10780	16107
12310	12959	20390
1365	18306	19634
6125	19132	20242
3012	17233	21533
5816	13021	21440
13207	17811	18798
2762	7586	12139
3949	5545	13584
11374	18279	19241
2736	10989	21209
4095	20677	21395
8251	10084	20498
7628	8875	21406
2743	8943	9090
1817	7788	15767
9333	9838	21268
6203	9480	12042
5747	21187	21468
2553	18281	21500
3179	9155	15222
12498	18109	20326
14106	21209	21592
7454	17484	20791
20804	21120	21574
5754	18178	20935
30	4322	21381
11905	20416	21397
12452	19899	21497
1917	6028	16868
9891	18710	18953
912	21083	21446
370	14355	18069
16519	19003	20902
11163	17558	18424
8427	14396	21405
8885	11796	21361
4960	15431	20653
11944	16839	21236
9967	14529	17208
14144	19354	19745
7986	12680	21396
6097	11501	13028
33	13803	21038
3177	20124	20803
2692	6841	18655
971	5892	14354
3887	19455	21271
17214	17315	21148
6539	13910	21526
3809	5153	15793
3865	21438	21510
7129	17787	19636
5972	13150	14182
7078	14906	16911
15705	21160	21482
5479	13860	19763
16817	19722	20001
14649	16147	18886
15138	18578	21502
2096	2534	17760
11920	13460	19783
19876	20071	20583
6241	14230	20775
16138	16386	21371
8616	15624	18453
6013	8015	21599
9184	10688	20792
18122	21141	21469
10706	13177	20957
15148	15584	20959
9114	9432	16467
5483	14687	14705
8325	21161	21410
2328	17670	19834
7015	20802	21385
52	5451	20379
9689	15537	19733
