20617	6867	14845	11974	22563	190	17207	4052	7406	16007
21448	14846	2543	23380	16633	20365	16869	13411	19853	795
5200	2330	2775	23620	20643	10745	14742	6493	14222	20939
9445	9523	12769	7332	21792	18717	16397	14016	9481	22162
2922	6427	4497	4116	17658	2581	14364	3781	18851	22974
10383	2184	1433	3889	12828	17424	17580	20936	1390	21374
425	2063	22398	20907	9445	14790	4457	723	7048	4072
11771	9640	23212	9613	12042	8335	21386	20129	13521	16301
14867	12501	1086	21526	17701	17731	20907	8790	19224	5784
7107	19690	17616	5800	9501	23320	16878	794	15931	17539
4556	21783	1524
20100	11706	23663
2535	15530	6116
12078	3867	2663
19629	20246	7024
11748	11426	19802
15942	12333	5316
11521	3170	17818
2289	23780	16575
6649	16991	13025
20050	10619	10250
3944	13063	5656
